0	0
1	0
2	0
3	1
4	1
5	1
6	2
7	2
8	2
9	2
10	2
11	2
12	2
13	2
14	3
15	3
16	3
17	3
18	3
19	3
12	4
6	5
20	5
21	5
22	5
23	5
15	5
24	5
8	5
9	5
25	5
26	5
18	5
12	5
27	5
28	5
29	5
30	5
31	5
32	5
33	5
34	5
35	5
1	5
36	5
37	5
38	5
39	5
40	5
41	5
42	5
13	5
43	5
44	5
45	5
46	5
47	5
48	5
49	5
50	5
51	5
52	5
53	5
54	5
55	5
56	5
57	5
13	6
58	7
59	7
60	7
61	7
62	7
63	7
64	7
65	7
66	7
67	7
68	7
69	7
10	7
27	7
28	7
70	7
71	7
31	7
72	7
73	7
74	7
43	7
75	7
47	7
48	7
76	7
77	7
78	7
79	7
80	7
81	7
82	7
83	7
84	7
85	7
86	7
87	7
88	7
89	7
90	7
91	7
92	7
93	7
94	7
95	7
96	7
97	7
98	7
99	7
100	7
101	7
102	7
103	7
104	7
105	7
106	7
54	7
107	7
108	8
37	8
39	8
43	8
109	8
110	8
111	8
112	8
113	9
35	9
37	9
39	9
43	9
114	9
115	9
110	9
6	10
116	10
117	10
118	10
108	10
119	10
14	10
64	10
23	10
113	10
120	10
15	10
24	10
121	10
122	10
8	10
9	10
17	10
68	10
18	10
123	10
12	10
27	10
32	10
34	10
35	10
1	10
37	10
38	10
39	10
43	10
124	10
125	10
126	10
127	10
128	10
78	10
129	10
130	10
131	10
132	10
133	10
134	10
52	10
53	10
115	10
110	10
135	10
136	10
105	10
33	11
137	11
13	11
81	11
13	12
87	12
13	13
119	14
64	14
45	14
138	14
59	15
20	15
119	15
139	15
140	15
64	15
141	15
121	15
142	15
17	15
143	15
27	15
144	15
35	15
42	15
13	15
4	15
5	15
145	15
146	15
147	15
68	16
12	16
148	16
149	17
25	18
48	18
42	19
137	20
74	21
42	21
123	22
141	23
68	23
69	23
26	23
150	23
151	23
152	23
13	24
14	25
15	25
13	25
4	25
5	25
153	25
78	25
79	25
80	25
154	25
155	25
35	26
148	26
79	26
7	27
35	27
13	27
148	27
79	27
14	28
15	28
156	29
11	29
17	30
11	30
140	31
120	31
17	31
18	31
11	31
12	31
70	31
157	31
74	31
39	31
46	31
158	31
87	31
159	31
160	31
2	31
6	32
116	32
117	32
118	32
58	32
161	32
162	32
163	32
23	32
17	32
67	32
68	32
69	32
26	32
18	32
45	32
126	32
150	32
21	33
139	33
140	33
15	33
121	33
164	33
165	33
10	33
123	33
28	33
166	33
13	33
45	33
167	33
129	33
168	33
169	33
108	34
170	34
23	34
171	34
15	34
16	34
8	34
9	34
17	34
67	34
26	34
18	34
27	34
13	34
43	34
45	34
124	34
172	34
5	34
85	34
87	34
173	34
57	34
15	35
16	35
174	35
67	35
18	35
175	35
33	35
157	35
74	35
46	35
78	35
79	35
80	35
154	35
176	35
177	35
178	35
0	36
19	36
167	36
21	37
119	37
179	37
120	37
156	37
17	37
67	37
69	37
11	37
123	37
28	37
180	37
33	37
13	37
181	37
167	37
125	37
76	37
159	37
182	37
183	37
184	37
110	37
177	37
185	37
186	37
187	37
188	37
189	37
105	37
54	37
55	37
56	37
12	38
7	39
27	39
70	39
157	39
74	39
42	39
190	39
191	39
192	39
193	39
194	39
51	39
135	39
195	39
105	39
54	39
6	40
7	40
8	40
9	40
123	40
32	40
1	40
36	40
37	40
38	40
39	40
13	40
46	40
49	40
130	40
51	40
177	40
17	41
18	41
4	42
5	42
161	43
163	43
196	43
9	43
197	43
137	43
124	43
198	43
91	43
147	43
107	43
199	44
163	45
13	45
153	46
43	47
179	48
13	48
124	48
200	48
87	48
147	48
201	48
6	49
116	49
117	49
118	49
58	49
161	49
162	49
163	49
108	49
59	49
20	49
202	49
119	49
139	49
170	49
22	49
14	49
203	49
140	49
204	49
205	49
206	49
0	49
64	49
23	49
171	49
141	49
207	49
179	49
120	49
208	49
15	49
16	49
24	49
209	49
121	49
122	49
156	49
7	49
8	49
9	49
210	49
17	49
67	49
211	49
212	49
68	49
69	49
165	49
25	49
213	49
26	49
143	49
18	49
11	49
12	49
27	49
214	49
215	49
28	49
29	49
30	49
216	49
70	49
71	49
31	49
217	49
175	49
33	49
34	49
35	49
1	49
166	49
137	49
218	49
157	49
74	49
219	49
