229	0
231	0
199	1
201	1
337	0
368	0
372	0
36	2
92	2
93	2
201	2
31	3
35	3
36	3
94	3
234	3
299	3
2	4
3	4
4	4
5	4
6	4
7	4
8	4
10	4
11	4
12	4
13	4
199	5
201	5
240	6
242	6
243	6
245	6
199	1
201	2
227	7
199	1
201	1
229	8
230	8
232	8
233	8
2	4
3	4
4	4
5	4
6	4
7	4
8	4
10	4
11	4
12	4
13	4
8	9
90	9
1055	9
37	10
47	10
229	0
231	0
110	11
171	11
200	11
234	2
37	10
47	10
180	10
181	10
37	10
47	10
180	10
181	10
213	12
214	12
221	12
199	13
199	2
199	1
201	2
201	1
234	2
4	14
217	15
227	15
335	15
5	16
337	17
126	18
128	18
1051	18
229	0
232	0
372	19
292	7
1	15
217	15
388	15
389	15
336	2
8	14
246	20
250	20
1051	20
197	21
303	21
92	22
234	13
256	13
295	13
297	13
298	13
313	13
1030	13
1031	13
110	9
302	9
472	9
462	23
463	23
217	24
316	24
337	24
363	24
392	24
450	24
471	24
498	24
499	24
568	24
692	24
694	24
715	24
768	24
844	24
881	24
887	24
897	24
903	24
917	24
926	24
932	24
947	24
957	24
1003	24
1054	24
240	3
294	3
531	3
651	3
862	3
35	25
333	0
372	0
518	26
643	26
199	5
201	5
471	27
217	28
337	28
486	29
1030	29
1031	29
242	0
243	0
244	0
337	0
371	0
201	30
217	31
294	32
206	31
337	31
301	33
302	33
584	33
33	34
242	0
243	0
13	35
33	35
34	35
234	35
313	35
314	35
321	35
324	35
326	35
335	35
459	35
645	35
729	35
760	35
771	35
778	35
879	35
909	35
939	35
1001	35
94	36
229	36
264	36
283	36
314	36
315	36
337	36
347	36
348	36
436	36
694	36
17	37
18	37
242	29
694	29
357	3
460	3
229	0
232	0
240	0
242	0
243	0
370	0
371	0
7	38
206	38
94	39
570	40
720	41
92	42
93	42
217	42
359	42
544	42
2	21
3	21
4	21
5	21
6	21
7	21
8	21
10	21
11	21
12	21
13	21
353	21
354	21
390	21
391	21
5	43
232	9
233	9
292	9
293	9
37	44
47	44
180	44
181	44
17	45
18	45
197	46
268	46
301	46
302	46
303	46
308	46
584	46
1030	47
1031	47
23	0
24	0
240	0
242	0
243	0
232	48
15	49
94	50
643	51
32	52
207	52
227	52
234	52
335	52
337	52
357	52
876	53
469	45
242	0
243	0
965	22
522	54
199	16
368	16
315	9
368	16
234	47
240	47
295	47
297	47
298	47
305	47
328	47
329	47
182	55
363	55
221	56
328	57
329	57
34	2
205	2
209	2
246	2
266	2
271	2
341	2
347	2
348	2
400	2
401	2
426	2
798	2
799	2
913	2
988	2
1011	2
240	16
242	16
243	16
244	16
245	16
725	21
727	21
728	21
729	21
94	50
6	58
200	58
271	58
272	58
305	58
316	58
317	58
387	58
498	58
522	58
760	59
780	59
796	59
2	21
3	21
4	21
10	21
11	21
198	21
217	21
295	21
330	21
380	21
381	21
504	21
543	21
643	21
226	60
527	60
593	60
472	5
476	52
913	52
240	2
5	61
94	62
315	4
346	4
1030	63
227	64
328	65
329	65
6	4
7	4
8	4
12	4
94	4
201	4
1052	4
561	61
91	61
206	61
565	65
368	16
315	2
1030	2
1031	2
234	46
201	46
234	66
313	66
333	66
207	0
253	0
295	0
313	0
337	0
372	0
450	0
692	0
953	0
289	4
217	31
387	2
32	46
234	46
305	46
313	46
1029	46
178	39
283	67
722	67
9	53
22	53
34	53
131	53
352	53
355	53
802	53
201	68
315	3
230	69
337	69
343	69
14	70
368	71
1051	16
294	51
8	72
203	73
91	35
231	35
34	41
206	41
337	41
704	41
5	74
1022	75
227	76
14	77
231	39
276	2
241	78
315	79
207	80
368	80
70	81
1021	81
217	31
436	69
316	82
206	36
227	36
333	83
14	84
337	16
327	85
241	30
231	86
638	86
213	16
321	87
201	88
333	79
244	68
171	89
94	30
466	63
520	90
206	91
199	53
206	53
394	53
1033	53
530	92
227	41
172	39
199	93
461	93
308	94
305	65
94	41
241	30
229	41
32	95
357	96
94	96
54	81
217	97
238	51
33	42
313	42
206	54
335	61
982	61
294	16
294	98
473	99
273	95
691	95
229	0
232	0
94	41
313	66
227	100
32	101
213	101
307	101
317	101
387	101
394	101
570	101
151	54
91	102
238	42
303	2
316	2
246	30
238	103
295	104
94	88
94	36
373	30
522	41
633	105
956	105
437	106
461	107
394	46
302	108
368	17
956	3
217	95
227	80
461	109
94	110
173	110
357	39
307	111
217	0
227	62
179	112
9	113
349	113
732	113
94	88
256	114
315	36
927	9
179	62
182	62
336	56
472	115
307	116
920	116
234	62
313	117
335	5
368	118
7	119
34	119
214	119
54	56
94	56
206	56
77	46
675	46
273	120
630	120
123	46
238	46
476	46
198	121
377	121
720	121
197	71
291	71
366	71
771	71
775	71
219	122
230	46
296	46
333	46
349	46
1033	46
94	123
234	123
315	123
321	124
471	124
349	125
352	125
91	126
217	51
927	30
94	61
229	61
268	61
529	61
1	122
315	122
522	54
628	81
867	81
1042	81
315	100
352	100
230	125
231	125
368	125
22	36
359	36
368	36
1021	36
173	31
337	31
273	127
1	71
981	71
246	128
250	128
317	128
16	129
196	129
217	129
436	129
469	129
992	129
206	130
229	130
568	130
784	130
794	130
316	68
450	68
206	131
227	131
706	19
234	79
235	79
295	79
297	79
313	79
1026	79
217	0
1023	0
197	11
239	11
6	132
8	132
13	132
15	132
23	132
24	132
34	132
90	132
94	132
171	132
173	132
196	132
199	132
201	132
206	132
207	132
213	132
219	132
226	132
227	132
276	132
292	132
293	132
294	132
297	132
298	132
315	132
316	132
321	132
333	132
335	132
336	132
337	132
359	132
366	132
372	132
387	132
436	132
461	132
472	132
482	132
528	132
541	132
543	132
595	132
645	132
696	132
704	132
706	132
717	132
1055	132
227	133
337	14
240	16
244	16
245	16
110	16
226	16
366	16
448	16
513	16
197	14
301	14
302	14
303	14
305	14
308	14
315	14
321	14
206	36
474	61
791	61
792	61
37	55
47	55
180	55
181	55
227	55
312	55
461	63
469	63
848	63
35	133
94	133
234	133
313	133
308	57
315	57
92	14
93	14
171	14
390	14
391	14
461	14
308	134
227	38
927	3
1029	3
199	66
227	135
315	135
316	135
227	81
365	81
482	81
246	31
469	31
694	31
368	5
1030	5
1031	5
394	136
32	65
234	65
227	0
229	0
472	0
311	137
55	122
515	122
568	122
927	122
957	122
5	138
126	138
227	138
229	0
232	0
238	138
238	0
241	0
337	138
369	0
276	2
9	4
393	4
94	88
234	88
1029	88
278	139
335	140
201	87
389	87
316	30
335	30
336	30
368	141
368	142
379	7
380	7
381	7
382	7
504	7
515	7
517	7
518	7
234	3
235	3
295	3
297	3
37	71
47	71
233	71
333	71
354	71
368	71
370	71
371	71
372	71
387	71
173	93
234	93
37	143
47	143
180	143
181	143
182	143
313	0
19	51
200	51
217	51
227	51
234	51
238	51
295	51
313	51
335	51
336	51
2	22
3	22
4	22
232	22
233	22
54	144
316	145
296	146
313	146
337	146
352	146
1023	146
316	147
472	27
15	30
110	30
180	30
181	30
182	30
201	30
313	62
452	69
368	148
94	71
210	71
219	71
292	71
293	71
294	71
297	71
298	71
353	71
354	71
359	71
370	71
371	71
372	71
376	71
388	71
390	71
391	71
461	71
520	71
521	71
94	52
250	52
336	52
368	5
315	64
315	149
12	27
23	27
24	27
26	27
27	27
234	27
242	27
243	27
276	27
332	27
